  -10.000000000000000      ,   1.5844280043571111E-012 ,  -1.5539539600843722E-011 ,  -1.0660013022620767E-010 ,
  -9.9799799799799800      ,   3.1844144361214856E-012 ,  -3.1225442921046403E-011 ,  -2.1416158157337569E-010 ,
  -9.9599599599599600      ,   4.8155427436632527E-012 ,  -4.7204199507939603E-011 ,  -3.2364575236210466E-010 ,
  -9.9399399399399400      ,   6.4935722387792609E-012 ,  -6.3623784359588191E-011 ,  -4.3602265850804604E-010 ,
  -9.9199199199199199      ,   8.2345869160645795E-012 ,  -8.0634995802381445E-011 ,  -5.5227931361911609E-010 ,
  -9.8998998998998999      ,   1.0055146813567951E-011 ,  -9.8392814700512589E-011 ,  -6.7342823369954698E-010 ,
  -9.8798798798798799      ,   1.1972436906028107E-011 ,  -1.1705773427613070E-010 ,  -8.0051570857863949E-010 ,
  -9.8598598598598599      ,   1.4004428167435515E-011 ,  -1.3679720216414674E-010 ,  -9.3463079944321703E-010 ,
  -9.8398398398398399      ,   1.6170031594717156E-011 ,  -1.5778698499054242E-010 ,  -1.0769137531327829E-009 ,
  -9.8198198198198199      ,   1.8489269342621900E-011 ,  -1.8021268994857998E-010 ,  -1.2285654265808106E-009 ,
  -9.7997997997997999      ,   2.0983449595663001E-011 ,  -2.0427131063480234E-010 ,  -1.3908568014096234E-009 ,
  -9.7797797797797799      ,   2.3675346473555309E-011 ,  -2.3017280804437778E-010 ,  -1.5651386524641715E-009 ,
  -9.7597597597597598      ,   2.6589393079732547E-011 ,  -2.5814180382008349E-010 ,  -1.7528518840257643E-009 ,
  -9.7397397397397398      ,   2.9751891671358403E-011 ,  -2.8841942209484914E-010 ,  -1.9555387664353120E-009 ,
  -9.7197197197197198      ,   3.3191228206961968E-011 ,  -3.2126515373655497E-010 ,  -2.1748542011576904E-009 ,
  -9.6996996996996998      ,   3.6938106189694857E-011 ,  -3.5695888563857725E-010 ,  -2.4125779699082204E-009 ,
  -9.6796796796796798      ,   4.1025804678393510E-011 ,  -3.9580313925336801E-010 ,  -2.6706282489532598E-009 ,
  -9.6596596596596598      ,   4.5490450325436677E-011 ,  -4.3812541713619839E-010 ,  -2.9510756846774928E-009 ,
  -9.6396396396396398      ,   5.0371292892362870E-011 ,  -4.8428055324666796E-010 ,  -3.2561573126918962E-009 ,
  -9.6196196196196198      ,   5.5711045725443410E-011 ,  -5.3465365638197484E-010 ,  -3.5882942742938909E-009 ,
  -9.5995995995995997      ,   6.1556198152702977E-011 ,  -5.8966274666865918E-010 ,  -3.9501072435698702E-009 ,
  -9.5795795795795797      ,   6.7957403026507698E-011 ,  -6.4976207483297587E-010 ,  -4.3444362048736795E-009 ,
  -9.5595595595595597      ,   7.4969877317221840E-011 ,  -7.1544552217032086E-010 ,  -4.7743605017845597E-009 ,
  -9.5395395395395397      ,   8.2653807104014564E-011 ,  -7.8724999566340022E-010 ,  -5.2432185706818872E-009 ,
  -9.5195195195195197      ,   9.1074857999405453E-011 ,  -8.6575977848466733E-010 ,  -5.7546337444862249E-009 ,
  -9.4994994994994997      ,   1.0030463696530954E-010 ,  -9.5161035973200727E-010 ,  -6.3125362394809835E-009 ,
  -9.4794794794794797      ,   1.1042127490161832E-010 ,  -1.0454933530240819E-009 ,  -6.9211920263336252E-009 ,
  -9.4594594594594597      ,   1.2151002731659865E-010 ,  -1.1481615180377078E-009 ,  -7.5852319722457256E-009 ,
  -9.4394394394394396      ,   1.3366390281642235E-010 ,  -1.2604339729687656E-009 ,  -8.3096818148760268E-009 ,
  -9.4194194194194196      ,   1.4698436413808948E-010 ,  -1.3832020146716332E-009 ,  -9.0999956890083933E-009 ,
  -9.3993993993993996      ,   1.6158211728751162E-010 ,  -1.5174356833888966E-009 ,  -9.9620940501724650E-009 ,
  -9.3793793793793796      ,   1.7757791342284483E-010 ,  -1.6641903529816889E-009 ,  -1.0902401206323787E-008 ,
  -9.3593593593593596      ,   1.9510344432536682E-010 ,  -1.8246141002033086E-009 ,  -1.1927887376033459E-008 ,
  -9.3393393393393396      ,   2.1430235164346589E-010 ,  -1.9999560295348305E-009 ,  -1.3046116354911153E-008 ,
  -9.3193193193193196      ,   2.3533129136836876E-010 ,  -2.1915749926016466E-009 ,  -1.4265295043836667E-008 ,
  -9.2992992992992995      ,   2.5836099728309067E-010 ,  -2.4009481691742930E-009 ,  -1.5594321321047811E-008 ,
  -9.2792792792792795      ,   2.8357760856452407E-010 ,  -2.6296819705988534E-009 ,  -1.7042846231075872E-008 ,
  -9.2592592592592595      ,   3.1118402760205636E-010 ,  -2.8795230657494355E-009 ,  -1.8621336043607787E-008 ,
  -9.2392392392392395      ,   3.4140133237540088E-010 ,  -3.1523697472200452E-009 ,  -2.0341135555746109E-008 ,
